sentence,text_processed,true_label,tuned_pred,tuned_correct,word_count,confidence,base_pred,base_correct
giáo viên thờ ơ dạy cho có .,giáo viên thờ ơ dạy cho có .,negative,negative,True,8,0.5501813628629044,negative,True
"thầy vui tính , giảng bài dễ hiểu , dạy tốt .","thầy vui tính , giảng bài dễ hiểu , dạy tốt .",positive,positive,True,12,0.9999743719237263,positive,True
giảng viên nhiệt tình trong giảng dạy .,giảng viên nhiệt tình trong giảng dạy .,positive,positive,True,8,0.9995187102753398,positive,True
không giải bài tập đã giao .,không giải bài tập đã giao .,negative,negative,True,7,0.9931007467416275,negative,True
em chả hiểu gì về môn này .,em chả hiểu gì về môn này .,negative,negative,True,8,0.9086829412919805,negative,True
thầy max đẹp trai .,thầy max đẹp trai .,positive,positive,True,5,0.9589793894103326,positive,True
cập nhật giáo trình mới nhất phù hợp hơn .,cập nhật giáo trình mới nhất phù hợp hơn .,negative,negative,True,10,0.9430940536766875,negative,True
giảng viên luôn đúng giờ .,giảng viên luôn đúng giờ .,positive,positive,True,6,0.9908414021790687,positive,True
"giảng viên không đưa các tài liệu lên courses , làm khó khăn tron việc tìm kiếm tài liệu học , nói chuyện , chém gió ngoài lề quá nhiều , lan man .","giảng viên không đưa các tài liệu lên courses , làm khó khăn tron việc tìm kiếm tài liệu học , nói chuyện , chém gió ngoài lề quá nhiều , lan man .",negative,negative,True,34,0.9966758861815893,negative,True
chắc tại không quen nên giọng của thầy khiến em thật sự buồn ngủ .,chắc tại không quen nên giọng của thầy khiến em thật sự buồn ngủ .,negative,negative,True,15,0.9774118746969541,negative,True
"cô giáo rất nhiệt tình , tận tâm và dễ gần , tạo hứng thú trong học tập .","cô giáo rất nhiệt tình , tận tâm và dễ gần , tạo hứng thú trong học tập .",positive,positive,True,19,0.9997004017270185,positive,True
"cần , kiệm , liêm , chính .","cần , kiệm , liêm , chính .",positive,negative,False,8,0.998693730796569,negative,False
thầy dạy rất vui nhưng đôi khi còn rất khó tính .,thầy dạy rất vui nhưng đôi khi còn rất khó tính .,neutral,positive,False,12,0.5320607726563824,negative,False
thầy vui vẻ với sinh viên .,thầy vui vẻ với sinh viên .,positive,positive,True,7,0.9959659615890154,positive,True
"các máy tính ở các phòng thực hành hầu hết đề cũ , cấu hình thấp không thể đáp ứng được nhu cầu sử dụng cho việc học tập của sinh viên .","các máy tính ở các phòng thực hành hầu hết đề cũ , cấu hình thấp không thể đáp ứng được nhu cầu sử dụng cho việc học tập của sinh viên .",negative,negative,True,33,0.9841147981671984,negative,True
"nhiệt tình , kết hợp nhiều hình thức dạy và mini game .","nhiệt tình , kết hợp nhiều hình thức dạy và mini game .",positive,positive,True,13,0.9403531532343113,positive,True
tận tình và tâm huyết .,tận tình và tâm huyết .,positive,positive,True,6,0.9967556420287041,positive,True
thầy nên giúp sinh viên giải bài tập thay vì ngồi đọc báo hay chiếu slide yêu cầu sinh viên chép .,thầy nên giúp sinh viên giải bài tập thay vì ngồi đọc báo hay chiếu slide yêu cầu sinh viên chép .,negative,negative,True,22,0.9903314411349579,negative,True
kiến thức chuyên môn và nội dung dạy .,kiến thức chuyên môn và nội dung dạy .,neutral,positive,False,9,0.9004036958026512,positive,False
giảng viên rất nhiệt tình ạ .,giảng viên rất nhiệt tình ạ .,positive,positive,True,7,0.9998638712168547,positive,True
cải thiện vật chất như máy chiếu cho phòng học .,cải thiện vật chất như máy chiếu cho phòng học .,negative,negative,True,11,0.9979125237306391,negative,True
"em nghĩ trường nên ưu tiên cho hệ chất lượng cao tụi em được học giờ giấc thoải mái hơn nếu vì lý do buổi sáng hết phòng thì cũng nên ưu tiên phòng cho tụi em theo như trường đã cam kết , theo em buổi chiều chỉ nên học 3 tiết , những môn nào học 4 tiết như anh văn hay 2 tiết như kỹ năng nghề nghiệp thì nên chuyển lên học buổi sáng .","em nghĩ trường nên ưu tiên cho hệ chất lượng cao tụi em được học giờ giấc thoải mái hơn nếu vì lý do buổi sáng hết phòng thì cũng nên ưu tiên phòng cho tụi em theo như trường đã cam kết , theo em buổi chiều chỉ nên học 3 tiết , những môn nào học 4 tiết như anh văn hay 2 tiết như kỹ năng nghề nghiệp thì nên chuyển lên học buổi sáng .",negative,negative,True,79,0.9951093155199101,negative,True
thầy dễ thương nhiệt tình .,thầy dễ thương nhiệt tình .,positive,positive,True,6,0.9996616342944523,positive,True
nhiều ví dụ thực tế .,nhiều ví dụ thực tế .,positive,positive,True,6,0.8518531783917932,positive,True
giáo viên có chuyên môn và phương pháp tốt .,giáo viên có chuyên môn và phương pháp tốt .,positive,positive,True,10,0.9940663552600114,positive,True
"giáo viên dạy hay , thu hút học sinh , khả năng truyền đạt tốt .","giáo viên dạy hay , thu hút học sinh , khả năng truyền đạt tốt .",positive,positive,True,16,0.9994258071360383,positive,True
đôi khi quá nghiêm khắc .,đôi khi quá nghiêm khắc .,negative,negative,True,6,0.9391680273880157,negative,True
nhiều bài tập rèn luyện tư duy .,nhiều bài tập rèn luyện tư duy .,positive,positive,True,8,0.9486033497136632,positive,True
phương pháp giảng dạy rất mới sáng tạo giúp sinh viên hứng thú với môn học .,phương pháp giảng dạy rất mới sáng tạo giúp sinh viên hứng thú với môn học .,positive,positive,True,17,0.9672118062866775,positive,True
"em chỉ dám thỉnh cầu quý thầy cô soạn ra một bộ tài liệu mà có thể giúp sinh viên tự nghiên cứu , học tập môn này hiệu quả hơn .","em chỉ dám thỉnh cầu quý thầy cô soạn ra một bộ tài liệu mà có thể giúp sinh viên tự nghiên cứu , học tập môn này hiệu quả hơn .",negative,negative,True,32,0.7021205716200974,negative,True
về bài ngữ pháp trên moodle doubledot giảng viên chỉ chấm có làm hay không và đếm số bài mà không cần xem nội dung sinh viên có làm đúng hay không và không sửa bài ngữ pháp trên moodle .,về bài ngữ pháp trên moodle doubledot giảng viên chỉ chấm có làm hay không và đếm số bài mà không cần xem nội dung sinh viên có làm đúng hay không và không sửa bài ngữ pháp trên moodle .,negative,negative,True,41,0.9923638050755317,negative,True
"nhiệt thình , hiền lành .","nhiệt thình , hiền lành .",positive,positive,True,6,0.8576867532658178,positive,True
cho bài tập từ dễ tới khó .,cho bài tập từ dễ tới khó .,neutral,negative,False,8,0.8038091746865568,negative,False
cho bài tập hợp lý giúp tiếp cận kiến thức theo nhiều hướng .,cho bài tập hợp lý giúp tiếp cận kiến thức theo nhiều hướng .,positive,positive,True,14,0.9700216691799101,positive,True
"thầy nên thông báo nghỉ học trước vài ngày , thầy nên giải các bài tập cũng như hướng dẫn làm bài tập mới một cách cụ thể và giảm độ nâng cao so với trình độ tụi em .","thầy nên thông báo nghỉ học trước vài ngày , thầy nên giải các bài tập cũng như hướng dẫn làm bài tập mới một cách cụ thể và giảm độ nâng cao so với trình độ tụi em .",negative,negative,True,40,0.9994317752664379,negative,True
giáo viên rất tận tình giảng dạy dễ tiếp thu .,giáo viên rất tận tình giảng dạy dễ tiếp thu .,positive,positive,True,11,0.999885479299729,positive,True
"học thực hành , kiến thức thì nhiều , mà thời gian học chỉ có hai tiết , em mong nhà trường tăng tiết thực hành lên thành 3 tiết cho một tuần ạ .","học thực hành , kiến thức thì nhiều , mà thời gian học chỉ có hai tiết , em mong nhà trường tăng tiết thực hành lên thành 3 tiết cho một tuần ạ .",negative,negative,True,35,0.9953898821525289,negative,True
"thầy thân thiện với học sinh , giảng bài tận tình .","thầy thân thiện với học sinh , giảng bài tận tình .",positive,positive,True,12,0.997008547310462,positive,True
giải thích chi tiết .,giải thích chi tiết .,positive,positive,True,5,0.973352001616509,positive,True
"thầy dạy hơi nhiều , nhưng làm bài tập tốt và sát với đề .","thầy dạy hơi nhiều , nhưng làm bài tập tốt và sát với đề .",positive,negative,False,15,0.6162885156717157,negative,False
nên tăng thêm số bài làm thực tế ví dụ như bấm cáp đã được học .,nên tăng thêm số bài làm thực tế ví dụ như bấm cáp đã được học .,negative,negative,True,17,0.9317424812407954,negative,True
"sửa bài tập chưa được kỹ , chưa nhiều .","sửa bài tập chưa được kỹ , chưa nhiều .",negative,negative,True,10,0.9990786764391936,negative,True
cần tập trung vào thực hành .,cần tập trung vào thực hành .,negative,negative,True,7,0.9847790530070979,negative,True
"nhiều bài khá dài và khó , 1 tuần làm 1 lần sẽ không đủ để cân bằng với các môn khác .","nhiều bài khá dài và khó , 1 tuần làm 1 lần sẽ không đủ để cân bằng với các môn khác .",negative,negative,True,23,0.9874646402560125,negative,True
nên cho những đề tài đồ án hấp dẫn người làm hơn .,nên cho những đề tài đồ án hấp dẫn người làm hơn .,negative,negative,True,13,0.9983564983175701,negative,True
không có gì không hài lòng cả .,không có gì không hài lòng cả .,neutral,neutral,True,8,0.8557902139247183,neutral,True
thầy nói ít nhưng em hiểu nhiều hơn .,thầy nói ít nhưng em hiểu nhiều hơn .,positive,negative,False,9,0.9918930541977046,negative,False
"thầy tận tâm , nhiệt tình giải thích toàn bộ các câu hỏi mà sinh viên đưa ra .","thầy tận tâm , nhiệt tình giải thích toàn bộ các câu hỏi mà sinh viên đưa ra .",positive,positive,True,19,0.9845483678936436,positive,True
em rất thích học cô x .,em rất thích học cô x .,positive,positive,True,7,0.9989037049854594,positive,True
làm bài tập khá nhiều .,làm bài tập khá nhiều .,negative,negative,True,6,0.7501597510983546,negative,True
tuy nhiên thầy ít đùa .,tuy nhiên thầy ít đùa .,neutral,negative,False,6,0.968682726263491,negative,False
bài thực hành sinh động luyện được kỹ năng làm việc nhóm .,bài thực hành sinh động luyện được kỹ năng làm việc nhóm .,positive,positive,True,13,0.9617623373630269,positive,True
mong thầy nên cho sinh viên tự viết code trước khi cho code cụ thể để vận dụng khả năng tư duy của sinh viên được tốt hơn .,mong thầy nên cho sinh viên tự viết code trước khi cho code cụ thể để vận dụng khả năng tư duy của sinh viên được tốt hơn .,negative,negative,True,29,0.9860745490418191,negative,True
giảng viên rất nhiệt tình và vui vẻ .,giảng viên rất nhiệt tình và vui vẻ .,positive,positive,True,9,0.999826427606943,positive,True
không có sự hứng thú khi lên lớp .,không có sự hứng thú khi lên lớp .,negative,negative,True,9,0.8082413042532738,negative,True
"giảng viên giảng bài hay , tạo cảm giác thích thú cho sinh viên , giảng viên khá vui tính .","giảng viên giảng bài hay , tạo cảm giác thích thú cho sinh viên , giảng viên khá vui tính .",positive,positive,True,21,0.9986988144152561,positive,True
"hai tuần cuối giảng viên nghỉ không báo trước , chưa phổ biến nội dung ôn thi cho lớp .","hai tuần cuối giảng viên nghỉ không báo trước , chưa phổ biến nội dung ôn thi cho lớp .",negative,negative,True,20,0.9849182320632078,negative,True
rất hay .,rất hay .,positive,positive,True,3,0.9999802119256038,positive,True
nâng cao chất lượng phòng học .,nâng cao chất lượng phòng học .,negative,negative,True,7,0.9590794337023771,negative,True
phòng thực hành ghế cao quá khiến học sinh ngồi dễ mỏi lưng .,phòng thực hành ghế cao quá khiến học sinh ngồi dễ mỏi lưng .,negative,negative,True,14,0.9466525853044646,negative,True
lắng nghe cách giải quyết vấn đề của sinh viên .,lắng nghe cách giải quyết vấn đề của sinh viên .,neutral,positive,False,11,0.9393237088013826,positive,False
cô dạy rất tốt và giải bài tập dễ hiểu .,cô dạy rất tốt và giải bài tập dễ hiểu .,positive,positive,True,11,0.9994347522530747,positive,True
"giảng viên giảng dạy còn chưa tận tâm , nhiệt tình .","giảng viên giảng dạy còn chưa tận tâm , nhiệt tình .",negative,negative,True,12,0.9279264617025148,negative,True
thầy nói quá nhanh .,thầy nói quá nhanh .,negative,negative,True,5,0.9928270563860374,negative,True
nên cho thực hành nhiều hơn .,nên cho thực hành nhiều hơn .,positive,negative,False,7,0.9999028426317852,negative,False
thầy rất nhiệt tình giải đáp thắc mắc của sinh viên .,thầy rất nhiệt tình giải đáp thắc mắc của sinh viên .,positive,positive,True,12,0.9994456646899365,positive,True
giáo viên có phương pháp giảng dạy hay .,giáo viên có phương pháp giảng dạy hay .,positive,positive,True,9,0.9914226046358517,positive,True
"cô giảng rất nhiệt tình ạ , em rất thích phong cách làm việc của cô !","cô giảng rất nhiệt tình ạ , em rất thích phong cách làm việc của cô !",positive,positive,True,17,0.995044138716729,positive,True
tận tình hướng dẫn sinh viên debug .,tận tình hướng dẫn sinh viên debug .,positive,positive,True,8,0.9964895519000128,positive,True
hỗ trợ sinh viên làm đồ án .,hỗ trợ sinh viên làm đồ án .,positive,negative,False,8,0.8438754087978766,negative,False
"nên cho sinh viên tham gia làm các đề tài thực tế , có sự hướng dẫn của giáo viên .","nên cho sinh viên tham gia làm các đề tài thực tế , có sự hướng dẫn của giáo viên .",negative,negative,True,21,0.8348950753895681,negative,True
boss rất nhiệt tình .,boss rất nhiệt tình .,positive,positive,True,5,0.9999936654944582,positive,True
tạo không khí học tập năng động .,tạo không khí học tập năng động .,positive,positive,True,8,0.9310873407589734,positive,True
"thầy giảng rất kỹ , phương pháp học rất thú vị .","thầy giảng rất kỹ , phương pháp học rất thú vị .",positive,positive,True,12,0.9981553548715808,positive,True
"câu hỏi về bài học chưa được giải đáp nhiệt tình và rõ ràng , còn sơ sài qua loa .","câu hỏi về bài học chưa được giải đáp nhiệt tình và rõ ràng , còn sơ sài qua loa .",negative,negative,True,21,0.9289985705078753,negative,True
phương pháp dạy hợp lý và dễ hiểu .,phương pháp dạy hợp lý và dễ hiểu .,positive,positive,True,9,0.9882807354860504,positive,True
mưa cho nghỉ ạ colonsmile .,mưa cho nghỉ ạ colonsmile .,negative,negative,True,6,0.9563361500431612,negative,True
giảng viên cho deadline quá ngắn .,giảng viên cho deadline quá ngắn .,negative,negative,True,7,0.8900725238434122,negative,True
quá khó thể tiếp thu .,quá khó thể tiếp thu .,negative,negative,True,6,0.9790592458452575,negative,True
quá trình giảng dạy vẫn còn chưa thực sự hiệu quả .,quá trình giảng dạy vẫn còn chưa thực sự hiệu quả .,negative,negative,True,12,0.9855888230230588,negative,True
cần có một vài project nhỏ .,cần có một vài project nhỏ .,negative,negative,True,7,0.9926580140772933,negative,True
giảng dễ hiểu .,giảng dễ hiểu .,positive,positive,True,4,0.999639828703455,positive,True
"giảng dạy dễ hiểu và tận tình , thầy vui tính .","giảng dạy dễ hiểu và tận tình , thầy vui tính .",positive,positive,True,12,0.9999072823009307,positive,True
khó hiểu .,khó hiểu .,negative,negative,True,3,0.9995885955945469,negative,True
nên có giảng viên nước ngoài vào giảng dạy phần speaking .,nên có giảng viên nước ngoài vào giảng dạy phần speaking .,negative,negative,True,12,0.9156034556797467,negative,True
giảng viên nên sự dụng máy chiếu để tiện lợi trong việc dạy và học hơn .,giảng viên nên sự dụng máy chiếu để tiện lợi trong việc dạy và học hơn .,negative,negative,True,17,0.9990997153349305,negative,True
"bài tập thầy cho quá khó , nhưng không sao đề ra như vậy mới nâng cao trình độ của tụi em .","bài tập thầy cho quá khó , nhưng không sao đề ra như vậy mới nâng cao trình độ của tụi em .",positive,negative,False,23,0.9869464637675115,negative,False
cô xinh .,cô xinh .,positive,positive,True,3,0.9784955709767962,positive,True
"cô dạy rất rõ ràng , rành mạch , nhưng hơi thiên về lý thuyết .","cô dạy rất rõ ràng , rành mạch , nhưng hơi thiên về lý thuyết .",negative,negative,True,16,0.7871052925090588,negative,True
hay lan man dạy những thứ không cần thiết .,hay lan man dạy những thứ không cần thiết .,negative,negative,True,10,0.5416098162585212,negative,True
"dạy đúng giờ , có mở rộng cho sinh viên những kiến thức còn thiếu , chỉ bảo cho sinh viên tận tình .","dạy đúng giờ , có mở rộng cho sinh viên những kiến thức còn thiếu , chỉ bảo cho sinh viên tận tình .",positive,positive,True,24,0.9733085233249862,positive,True
giải đáp thắc mắc có vẻ sai .,giải đáp thắc mắc có vẻ sai .,negative,positive,False,8,0.5958525633216479,positive,False
"bỏ phần thuyết trình giữa kỳ đi , chẳng ai để ý cái đó cả !","bỏ phần thuyết trình giữa kỳ đi , chẳng ai để ý cái đó cả !",negative,negative,True,16,0.6952008724861148,negative,True
"thầy tạo môi trường để các bạn sinh viên chủ động sáng tạo , cho thuyết trình , báo cáo các phần tìm hiểu được .","thầy tạo môi trường để các bạn sinh viên chủ động sáng tạo , cho thuyết trình , báo cáo các phần tìm hiểu được .",positive,positive,True,26,0.6992652214825673,positive,True
"nhờ có môn thầy , em có thể bổ trợ lại kiến thức của các môn khác , nhưng buổi học rất sinh động , và thầy rất tận tình .","nhờ có môn thầy , em có thể bổ trợ lại kiến thức của các môn khác , nhưng buổi học rất sinh động , và thầy rất tận tình .",positive,positive,True,31,0.9942393913877695,positive,True
"giảng viên không đảm bảo giờ lên lớp , không lên lớp giảng dạy .","giảng viên không đảm bảo giờ lên lớp , không lên lớp giảng dạy .",negative,negative,True,15,0.9598913009043931,negative,True
giảng viên tuyệt vời nhất uit .,giảng viên tuyệt vời nhất uit .,positive,positive,True,7,0.999526945947895,positive,True
"khả năng sư phạm của thầy rất tốt , rất dễ hiểu , rất tận tâm .","khả năng sư phạm của thầy rất tốt , rất dễ hiểu , rất tận tâm .",positive,positive,True,17,0.9990363154600764,positive,True
"thầy dạy rất tốt , nhiệt tình .","thầy dạy rất tốt , nhiệt tình .",positive,positive,True,8,0.9999944666038807,positive,True
"giảng dạy nhiệt tình , tận tâm .","giảng dạy nhiệt tình , tận tâm .",positive,positive,True,8,0.9992117362946288,positive,True
môn học rất thú vị .,môn học rất thú vị .,positive,positive,True,6,0.9564990031571933,positive,True
cần áp dụng các trò chơi để giúp giảng dạy đỡ nhàm chán .,cần áp dụng các trò chơi để giúp giảng dạy đỡ nhàm chán .,negative,negative,True,14,0.7250416198954812,negative,True
giảng viên sử dụng chưa hợp lý quỹ thời gian lên lớp .,giảng viên sử dụng chưa hợp lý quỹ thời gian lên lớp .,negative,negative,True,13,0.9616547203231319,negative,True
"bài tập ví dụ nhiều , dễ tiếp thu .","bài tập ví dụ nhiều , dễ tiếp thu .",positive,positive,True,10,0.9915269419966554,positive,True
"cô dạy rất tốt , nhiệt tình với sinh viên , dễ hiểu , cho nhiều bài tập để học sinh nắm bắt , giảng dạy rất tốt .","cô dạy rất tốt , nhiệt tình với sinh viên , dễ hiểu , cho nhiều bài tập để học sinh nắm bắt , giảng dạy rất tốt .",positive,positive,True,29,0.9999947554924175,positive,True
số buổi học trên thời khóa biểu là 5 buổi nhưng lại chỉ thực hành có 3 buổi 2 buổi nghỉ liên tiếp không có thời gian thực hành nhiều .,số buổi học trên thời khóa biểu là 5 buổi nhưng lại chỉ thực hành có 3 buổi 2 buổi nghỉ liên tiếp không có thời gian thực hành nhiều .,negative,negative,True,31,0.9941999929598907,negative,True
"nếu được vậy thì sinh viên có thể hỏi trực tiếp giảng viên thực hành chứ em thấy mấy cái phòng máy chỉ mở cửa khi có giờ thực hành , rồi sinh viên phải vào chờ giảng viên .","nếu được vậy thì sinh viên có thể hỏi trực tiếp giảng viên thực hành chứ em thấy mấy cái phòng máy chỉ mở cửa khi có giờ thực hành , rồi sinh viên phải vào chờ giảng viên .",negative,negative,True,40,0.9883159198001915,negative,True
thầy có kiến thức nhưng không được dạy đúng môn điểm mạnh .,thầy có kiến thức nhưng không được dạy đúng môn điểm mạnh .,negative,neutral,False,13,0.5038146696813102,negative,True
"thầy giảng khó hiểu , không tập trung .","thầy giảng khó hiểu , không tập trung .",negative,negative,True,9,0.992486881263886,negative,True
"bài giảng trình bày theo từng chương còn lủng củng , cần có thêm một số nguồn tài liệu khác tham khảo thêm .","bài giảng trình bày theo từng chương còn lủng củng , cần có thêm một số nguồn tài liệu khác tham khảo thêm .",negative,negative,True,24,0.9784433113353479,negative,True
slide cần đầy đủ hơn nữa .,slide cần đầy đủ hơn nữa .,negative,negative,True,7,0.99476695047658,negative,True
giáo viên chưa chủ động giảng dạy .,giáo viên chưa chủ động giảng dạy .,negative,negative,True,8,0.9528780520883017,negative,True
thầy giảng cũng rất hay .,thầy giảng cũng rất hay .,positive,positive,True,6,0.9991760342578242,positive,True
"luôn chỉ ra những mẹo hay và nhanh , giúp sinh viên đạt thành tích cao , và đặc biệt là hiểu rõ vấn đề một cách sâu sắc !","luôn chỉ ra những mẹo hay và nhanh , giúp sinh viên đạt thành tích cao , và đặc biệt là hiểu rõ vấn đề một cách sâu sắc !",positive,positive,True,30,0.9980011574623934,positive,True
"thực hành là hình thức giúp sinh viên học tập chủ yếu , cần có sự hướng dẫn cụ thể cho sinh viên .","thực hành là hình thức giúp sinh viên học tập chủ yếu , cần có sự hướng dẫn cụ thể cho sinh viên .",negative,negative,True,24,0.9453981122297928,negative,True
năng động .,năng động .,positive,positive,True,3,0.7512451996817897,positive,True
giáo viên dạy hay .,giáo viên dạy hay .,positive,positive,True,5,0.9975034483097621,positive,True
"yêu cầu về bài tập về nhà và đồ án của cô không phù hợp với phương pháp giảng dạy của thầy wzjwz309 , em nghĩ cô nên thảo luận với thầy rõ hơn về yêu cầu của đồ án môn học .","yêu cầu về bài tập về nhà và đồ án của cô không phù hợp với phương pháp giảng dạy của thầy wzjwz309 , em nghĩ cô nên thảo luận với thầy rõ hơn về yêu cầu của đồ án môn học .",negative,negative,True,43,0.9336712647296903,negative,True
"giảng viên vui tính , gần gũi , nhiệt tình .","giảng viên vui tính , gần gũi , nhiệt tình .",positive,positive,True,11,0.9999581471603262,positive,True
thầy có tâm .,thầy có tâm .,positive,positive,True,4,0.980573235509167,positive,True
thầy khá vui vẻ .,thầy khá vui vẻ .,positive,positive,True,5,0.9796435514334739,positive,True
giáo viên có trách nhiệm với công việc và luôn dạy đầy đủ thời gian lên lớp .,giáo viên có trách nhiệm với công việc và luôn dạy đầy đủ thời gian lên lớp .,positive,positive,True,18,0.9964754837481083,positive,True
giảng viên đến lớp sớm .,giảng viên đến lớp sớm .,positive,positive,True,6,0.6514968643290078,positive,True
she's very sociable .,she s very sociable .,positive,positive,True,5,0.389375906607666,positive,True
"cô dạy tốt , dễ tiếp thu .","cô dạy tốt , dễ tiếp thu .",positive,positive,True,8,0.9998679872598287,positive,True
giảng kỹ .,giảng kỹ .,positive,positive,True,3,0.9921055749560646,positive,True
kiến thức tổng hợp .,kiến thức tổng hợp .,neutral,positive,False,5,0.7585008196096402,positive,False
"hình thức đánh giá môn học theo em là chưa hợp lý vì môn học này đánh giá qua quá nhiều hình thức doubledot thi giữa kỳ , thi cuối kỳ , thực hành , đồ án môn học .","hình thức đánh giá môn học theo em là chưa hợp lý vì môn học này đánh giá qua quá nhiều hình thức doubledot thi giữa kỳ , thi cuối kỳ , thực hành , đồ án môn học .",negative,negative,True,40,0.9826356648769992,negative,True
"giảng rất nhiệt tình và vui tính , thân thiện với sinh viên .","giảng rất nhiệt tình và vui tính , thân thiện với sinh viên .",positive,positive,True,14,0.9996851726688493,positive,True
khả năng tư duy được nâng cao .,khả năng tư duy được nâng cao .,positive,positive,True,8,0.9426674101102184,positive,True
giảng viên gần gũi với sinh viên .,giảng viên gần gũi với sinh viên .,positive,positive,True,8,0.9929299642525917,positive,True
cô cho quá nhiều bài tập fraction đồ án đến nỗi em nghĩ rằng kỳ vừa rồi mình chỉ học một môn này .,cô cho quá nhiều bài tập fraction đồ án đến nỗi em nghĩ rằng kỳ vừa rồi mình chỉ học một môn này .,negative,negative,True,24,0.9212362266403075,negative,True
"thầy dạy tốt , thầy có cách để cho sinh viên chủ động làm bài tập về nhà .","thầy dạy tốt , thầy có cách để cho sinh viên chủ động làm bài tập về nhà .",positive,positive,True,19,0.9835434480309664,positive,True
thầy rất nhiệt tình nên em không có ý kiến gì .,thầy rất nhiệt tình nên em không có ý kiến gì .,positive,neutral,False,12,0.6074936345772028,positive,True
hay giúp đỡ sinh viên trong quá trình học .,hay giúp đỡ sinh viên trong quá trình học .,positive,positive,True,10,0.9890631658432594,positive,True
"giáo viên tâm huyết , hướng dẫn và chỉ dạy tận tình những thắc mắc của sinh viên về môn học .","giáo viên tâm huyết , hướng dẫn và chỉ dạy tận tình những thắc mắc của sinh viên về môn học .",positive,positive,True,22,0.9987895452297577,positive,True
"chất lượng môn tốt , em không ý kiến .","chất lượng môn tốt , em không ý kiến .",positive,positive,True,10,0.7500047437664912,positive,True
"thầy dạy nhiệt tình , giúp sinh viên nắm được kiến thức .","thầy dạy nhiệt tình , giúp sinh viên nắm được kiến thức .",positive,positive,True,13,0.999381863621096,positive,True
odoo quá khó .,odoo quá khó .,negative,negative,True,4,0.9996253200430621,negative,True
tạo trò chơi giúp giờ học sinh động .,tạo trò chơi giúp giờ học sinh động .,positive,positive,True,9,0.9984608136230311,positive,True
"cô giảng bài rất đầy đủ , ngoài các tiết học chính thì cô còn bù cho bọn em vài buổi học để giúp bọn em có thể ổn định kiến thức trước khi thi .","cô giảng bài rất đầy đủ , ngoài các tiết học chính thì cô còn bù cho bọn em vài buổi học để giúp bọn em có thể ổn định kiến thức trước khi thi .",positive,positive,True,36,0.7883387504919148,positive,True
lên lớp không thường xuyên .,lên lớp không thường xuyên .,negative,negative,True,6,0.945985922289725,negative,True
chú thích những phần cần phải tập trung .,chú thích những phần cần phải tập trung .,neutral,negative,False,9,0.9690467319235572,negative,False
thầy cần diễn đạt nhiều hơn trên lớp .,thầy cần diễn đạt nhiều hơn trên lớp .,negative,negative,True,9,0.9953980477584007,negative,True
thầy truyền đạt rất tốt .,thầy truyền đạt rất tốt .,positive,positive,True,6,0.9990915951711795,positive,True
"có kết hơp ví dụ , giải bài tập trên lớp , hài lòng !","có kết hơp ví dụ , giải bài tập trên lớp , hài lòng !",positive,positive,True,15,0.6835862260304695,positive,True
"cần thay đổi hệ thống máy tính ở một số phòng thực hành vì đã quá cũ , không đủ cấu hình để thực hành .","cần thay đổi hệ thống máy tính ở một số phòng thực hành vì đã quá cũ , không đủ cấu hình để thực hành .",negative,negative,True,26,0.9973973015614727,negative,True
các hoạt động chưa vui .,các hoạt động chưa vui .,negative,negative,True,6,0.9113624896303455,negative,True
không biết gì sau khi học môn này .,không biết gì sau khi học môn này .,negative,negative,True,9,0.788003737586165,negative,True
"cô wzjwz200 rất nhiệt tình và cũng như rất quan tâm đến lớp , đồng thời cô cũng rất thân thiện .","cô wzjwz200 rất nhiệt tình và cũng như rất quan tâm đến lớp , đồng thời cô cũng rất thân thiện .",positive,positive,True,22,0.9997379126243522,positive,True
"cách dạy của thầy giúp sinh viên dễ tiếp thu kiến thức , chủ động học tập .","cách dạy của thầy giúp sinh viên dễ tiếp thu kiến thức , chủ động học tập .",positive,positive,True,18,0.9984189179977302,positive,True
cô cho làm đồ án nhóm với lại cho bài tập theo từng tuần nên sinh viên có thời gian sắp xếp để làm bài .,cô cho làm đồ án nhóm với lại cho bài tập theo từng tuần nên sinh viên có thời gian sắp xếp để làm bài .,neutral,negative,False,26,0.7598224214243495,negative,False
tài liệu tìm kiếm còn hạn chế .,tài liệu tìm kiếm còn hạn chế .,negative,negative,True,8,0.9270029751166016,negative,True
"em rất thích cô , cô dạy hay dễ hiểu .","em rất thích cô , cô dạy hay dễ hiểu .",positive,positive,True,11,0.9999898930165346,positive,True
cần có một bộ giáo trình cụ thể cải thiện chất lượng của lớp thực hành .,cần có một bộ giáo trình cụ thể cải thiện chất lượng của lớp thực hành .,negative,negative,True,17,0.9965844949430347,negative,True
giọng thầy khó nghe rõ .,giọng thầy khó nghe rõ .,negative,negative,True,6,0.969014790521221,negative,True
tập trung thực hành kiến thức trọng tâm của giờ ký thuyết .,tập trung thực hành kiến thức trọng tâm của giờ ký thuyết .,neutral,positive,False,13,0.8704146988545942,positive,False
"thiếu nhiệt tình trong giảng dạy , hay có thái độ không tốt nói những điều không hay về sinh viên , tạo áp lực trong giờ học .","thiếu nhiệt tình trong giảng dạy , hay có thái độ không tốt nói những điều không hay về sinh viên , tạo áp lực trong giờ học .",negative,positive,False,29,0.7655887486740729,positive,False
